timestep,average_reward,average_speed_error,average_distance_error,average_jerk
100,-637.0969,6.723797668532126,315.09230887545505,1.3982164
200,-4303.4883,11.729755155338895,2145.7685548557965,1.4018643
300,-1323.4839,12.016404266611088,655.6374184579057,1.3937736
400,-2334.2195,15.4618648692405,1159.2843760287867,1.260223
500,-2423.8394,10.923012900454829,1206.3543535452447,1.3948218
600,-1079.8813,15.923696696481997,531.8900346746883,1.2248102
700,-751.1101,4.259085665959286,373.33726268461106,1.2139249
800,-770.14667,7.820156642299719,381.07999657672025,1.1778958
900,-571.78754,4.38933783650838,283.6203646497639,1.1158705
1000,-479.65216,5.1965511637322495,237.13831623332695,1.2566109
1100,-349.03696,7.726533784792168,170.5818636471712,0.87856257
1200,-298.61102,8.227290300264707,145.11532420892877,0.8672049
