metric,value
MAE_Speed,2.391493797302246
MSE_Speed,9.763458251953125
RMSE_Speed,3.1246533393859863
MAE_Distance,2.153123626510302
Mean_Speed_Diff,2.3751461275049635
Mean_Absolute_Jerk,0.1724725216627121
Jerk_Variance,0.05930551514029503
Distance_In_Range_Percent,80.25
