timestep,average_reward,average_speed_error,average_distance_error,average_jerk
100,-470.9954,6.564242279115755,232.11059554761962,1.5635705
200,-4246.1743,17.19999781486133,2114.3719569824793,1.5424852
300,-356.4463,7.272416093387766,174.5032147427871,1.1896865
400,-283.49707,3.8581621155828656,139.722591636708,1.3811961
500,-464.99875,7.08147040715847,228.84877406206175,1.5529404
600,-142.98366,4.7977934960713995,69.00876327491676,1.157804
700,-218.36685,6.502971935509269,105.85432939972974,1.0538905
800,-87.775314,4.155770052968879,41.73371090367839,1.0084187
900,-106.11076,5.92252938363944,50.019362075448264,0.8416223
1000,-88.649826,3.9482273319631362,42.252689106691015,1.3975344
1100,-45.76481,3.536259555043115,21.015108009645363,1.4108583
1200,-10.969766,2.806813057620262,3.9917353828246043,1.2684414
