timestep,reference_speed,predicted_speed,lead_speed,distance,speed_error,distance_error,speed_diff,reward,action,jerk
0,10.338267,1.6190825,0.0,18.380917,8.719185,0.0,1.6190824508666992,-8.962047045604299,1.6190825,1.6190825
1,12.690264,1.8548784,12.384119077721008,28.910158,10.835385,0.0,10.529240652122864,-10.985503861842139,0.23579597,-1.3832865
2,11.576856,3.4739609,12.172310887591543,37.60851,8.102895,7.608509063720703,8.6983500111267,-23.539193935237947,1.6190825,1.3832865
3,9.4679165,5.0930433,9.845742364209812,42.361206,4.374873,12.3612060546875,4.752699036878269,-29.17824162850034,1.6190825,0.0
4,10.72359,6.712126,10.675632740434253,46.324715,4.011464,16.32471466064453,3.9635069622360106,-36.741846601443186,1.6190825,0.0
5,11.558583,8.331208,12.228099588960916,50.221607,3.227375,20.221607208251953,3.8968913598959745,-43.75154053450605,1.6190825,0.0
6,9.70526,9.950291,10.143599576320852,50.414913,0.2450304,20.414913177490234,0.19330889638921178,-41.15581386813015,1.6190825,0.0
7,11.342454,11.569373,11.893257623869417,50.7388,0.22691917,20.738800048828125,0.3238844930710769,-41.78547141104228,1.6190825,0.0
8,12.164269,13.188456,12.860273638228819,50.410618,1.0241861,20.41061782836914,0.32818194343622054,-41.926374019935224,1.6190825,0.0
9,12.108405,14.807538,12.908823637461765,48.5119,2.699133,18.51190185546875,1.8987143950699732,-39.80389187514925,1.6190825,0.0
10,11.006938,16.027987,11.299682317798911,43.7836,5.0210485,13.783599853515625,4.728304208690346,-32.68913097786494,1.2204485,-0.39863396
11,11.002789,16.535439,12.492419928694147,39.74058,5.53265,9.740581512451172,4.043018608903509,-25.110481415150236,0.50745296,-0.7129955
12,10.725892,16.26062,10.992818533734521,34.47278,5.534728,4.4727783203125,5.267801583452979,-14.572252928262868,-0.2748189,-0.78227186
13,11.250317,15.300641,11.825444466173593,30.997581,4.0503244,0.9975814819335938,3.475196593701895,-6.162002992829805,-0.9599787,-0.6851598
14,9.161083,14.061166,10.046722452813128,26.983139,4.9000826,0.0,4.014443356818219,-4.99000604687272,-1.239475,-0.2794963
15,12.416762,12.83185,12.980928887119632,27.132217,0.4150877,0.0,0.14907883523974874,-0.47756915284697854,-1.2293156,0.010159373
16,9.273611,11.509992,9.841220750428818,25.463446,2.2363806,0.0,1.6687708953841707,-2.3117280133387403,-1.3218582,-0.09254253
17,14.589246,10.476381,15.294883236450204,30.281948,4.1128645,0.2819480895996094,4.818501934570321,-4.75726647003898,-1.0336103,0.28824782
18,12.622661,9.500429,13.637549750649043,34.419067,3.1222315,4.4190673828125,4.1371205972066605,-12.01493278093585,-0.9759518,0.057658553
19,11.294149,9.693494,11.745906843645912,36.47148,1.6006556,6.4714813232421875,2.0524130005672987,-14.670174097340956,0.19306493,1.1690167
