timestep,average_reward,average_speed_error,average_distance_error,average_jerk
100,-1333.2942,11.554427754413505,660.7887193018348,1.1687452
200,-24074.8,77.99588900864991,11998.341404674764,0.19547737
300,-3657.9941,15.20369033546657,1821.3331217371501,0.2596608
400,-153.38206,5.959994608153765,73.62406202536972,1.0706649
500,-45.71056,4.141526412745074,20.698364011771027,1.1662673
600,-1157.1666,9.888363825252641,573.5554541591221,1.1886559
700,-301.80698,7.782140694770073,146.93169076840667,1.0313171
800,-13.795381,2.9276984715661656,5.352737622973282,1.1405216
900,-93.73018,3.3614720302783234,45.10908822597568,0.9650461
1000,-12.41108,2.641731691531724,4.799396373230143,1.1316724
1100,-7.921872,2.546308858697689,2.6059955231100504,1.1011364
1200,-52.761375,3.395976780368599,24.601022593277186,0.9987174
