metric,value
MAE_Speed,2.088508367538452
MSE_Speed,6.812959671020508
RMSE_Speed,2.6101646423339844
MAE_Distance,4.925593722661336
Mean_Speed_Diff,2.0455244320408092
Mean_Absolute_Jerk,0.3416859805583954
Jerk_Variance,0.19831423461437225
Distance_In_Range_Percent,45.0
