timestep,reference_speed,predicted_speed,lead_speed,distance,speed_error,distance_error,speed_diff,reward,action,jerk
0,9.409456,0.999918,0.0,19.000082,8.409538,0.0,0.9999179840087891,-8.559526253836326,0.999918,0.999918
1,9.068074,1.8756351,8.374974686549324,25.499422,7.192439,0.0,6.499339539454597,-7.248644650841401,0.87571716,-0.12420082
2,10.7593565,2.910265,10.857132655477539,33.44629,7.8490915,3.4462890625,7.946867686605469,-14.809292787652842,1.0346298,0.15891266
3,6.8054495,4.0846624,7.340836177740918,36.70246,2.720787,6.702461242675781,3.2561737403019535,-16.19840960065567,1.1743975,0.13976765
4,10.877024,4.7438912,11.409785337772654,43.36836,6.1331325,13.368358612060547,6.665894098606394,-32.95432461108568,0.6592288,-0.51516867
5,11.886745,5.8103623,11.828875057327465,49.38687,6.076383,19.386871337890625,6.01851271830769,-44.94417051617472,1.0664711,0.4072423
6,9.866889,6.9036274,10.118101560534967,52.601345,2.9632616,22.60134506225586,3.2144741649050843,-48.22329251648371,1.0932648,0.026793718
7,8.757503,7.7468576,8.880611011575851,53.735096,1.0106449,23.735095977783203,1.13375336844841,-48.54800481613249,0.84323025,-0.25003457
8,12.413784,8.397053,13.348642160891998,58.686687,4.0167313,28.686687469482422,4.95158939599942,-61.441917982802266,0.6501956,-0.19303465
9,11.923953,9.402878,12.465926007061043,61.749737,2.5210752,31.749736785888672,3.0630481994438554,-66.10639924299147,1.0058255,0.35562992
10,9.950225,10.315657,9.869409072961759,61.303486,0.3654318,31.303485870361328,0.4462475890255462,-63.027349618876755,0.91277933,-0.09304619
11,12.986727,10.984831,13.707299526947239,64.025955,2.001896,34.02595520019531,2.7224686706239964,-70.11162752997835,0.6691742,-0.24360514
12,12.240106,11.918524,13.839727489880218,65.94716,0.32158184,35.94715881347656,1.9212037014280696,-72.28903771679352,0.9336927,0.2645185
13,12.101998,12.710236,12.037664085868869,65.27459,0.60823727,35.27458953857422,0.6725715098342562,-71.2111976854676,0.7917118,-0.14198089
14,14.68615,13.499592,15.905395527956273,67.68039,1.1865578,37.680389404296875,2.4058037005636947,-76.58704463570939,0.78935647,-0.0023553371
15,13.833225,14.4893675,13.882060410643476,67.07308,0.65614223,37.073081970214844,0.607307074402911,-74.8718423415668,0.98977566,0.20041919
