timestep,reference_speed,predicted_speed,lead_speed,distance,speed_error,distance_error,speed_diff,reward,action,jerk
0,9.50699,0.8457587,0.0,19.154242,8.661232,0.0,0.8457586765289307,-8.788095228751494,0.8457587,0.8457587
1,10.03998,1.6123495,0.0,27.63546,8.42763,0.0,1.612349510192871,-8.473876716317083,0.76659083,-0.07916784
2,8.756629,2.46517,0.0,34.171402,6.291459,4.1714019775390625,2.465169906616211,-14.68553016023313,0.8528204,0.08622956
3,13.07056,3.280417,0.0,44.065292,9.790144,14.065292358398438,3.280416965484619,-37.96524721451024,0.81524706,-0.037573338
4,12.047322,4.2871485,0.0,51.941963,7.760174,21.94196319580078,4.287148475646973,-51.713587717625394,1.0067317,0.19148469
5,11.339894,5.3077,0.0,58.344444,6.032194,28.344444274902344,5.307700157165527,-62.77349003161629,1.0205517,0.013819933
6,9.71148,6.354559,0.0,62.679802,3.3569212,32.67980194091797,6.354558944702148,-68.77149526969536,1.0468585,0.026306868
7,12.170641,7.376905,0.0,67.10535,4.793736,37.1053466796875,7.3769049644470215,-79.05800124356071,1.022346,-0.02451253
8,12.756411,8.505934,0.0,71.41009,4.250477,41.41008758544922,8.50593376159668,-87.13777773192443,1.1290293,0.106683254
9,12.8425865,9.675858,0.0,74.52798,3.166729,44.527976989746094,9.675857543945312,-92.28527047316915,1.1699243,0.040894985
10,7.678435,10.880724,0.0,71.35332,3.202289,41.35331726074219,10.88072395324707,-85.9726565413783,1.2048666,0.03494239
11,9.995007,11.974972,0.0,70.142815,1.9799652,40.14281463623047,11.974971771240234,-82.33136862431293,1.0942478,-0.11061883
12,12.197488,13.131783,0.0,68.950264,0.9342947,38.95026397705078,13.131782531738281,-78.89891750948696,1.1568112,0.06256342
13,9.069746,14.292767,0.0,64.16118,5.2230206,34.16117858886719,14.292766571044922,-73.60384508755787,1.1609838,0.0041725636
14,8.910524,15.437635,0.0,58.26497,6.527111,28.264968872070312,15.43763542175293,-63.115902281008985,1.1448689,-0.01611495
15,11.043494,16.609037,0.0,53.423515,5.565543,23.42351531982422,16.609037399291992,-52.47379652091153,1.1714027,0.026533842
16,12.152144,17.718542,0.0,47.789528,5.5663977,17.789527893066406,17.718542098999023,-41.207115544716224,1.1095042,-0.06189847
17,14.125625,18.711523,0.0,44.294773,4.5858984,14.29477310180664,18.711523056030273,-33.23674768268848,0.9929812,-0.11652303
18,11.5769825,19.18777,0.0,36.491566,7.6107883,6.491565704345703,19.18777084350586,-20.66940959520722,0.4762485,-0.5167327
19,13.409091,18.274233,0.0,32.063625,4.865142,2.0636253356933594,18.274232864379883,-9.17704729481175,-0.91353726,-1.3897858
20,10.11751,16.789669,0.0,25.971132,6.672159,0.0,16.789669036865234,-6.803490491100831,-1.4845645,-0.5710273
21,12.7784605,15.152323,0.0,25.047844,2.3738623,0.0,15.152322769165039,-2.4710080861579797,-1.6373467,-0.1527822
22,10.4358425,13.54973,0.0,22.3332,3.1138878,0.0,13.54973030090332,-3.1974924469261623,-1.6025922,0.034754515
23,11.900671,12.103788,0.0,23.546354,0.20311737,0.0,12.103788375854492,-0.2910799000331181,-1.4459417,0.15665054
24,16.665777,11.060722,0.0,30.553143,5.605055,0.5531425476074219,11.060722351074219,-6.803781209338798,-1.0430663,0.40287542
25,8.677938,11.117724,0.0,29.35047,2.439786,0.0,11.117724418640137,-2.5526430729158154,0.05700183,1.1000681
26,15.239427,11.7659645,0.0,34.948437,3.473462,4.948436737060547,11.76596450805664,-13.461873906916612,0.64824057,0.59123874
27,9.472316,12.372154,0.0,32.127583,2.8998384,2.127582550048828,12.372154235839844,-7.18951505013662,0.6061897,-0.04205084
28,9.196198,13.0538025,0.0,28.898487,3.857604,0.0,13.053802490234375,-3.8992320038399573,0.68164873,0.075459
29,15.493167,13.093626,0.0,32.402008,2.399541,2.402008056640625,13.093626022338867,-7.2697300369572915,0.03982377,-0.64182496
30,15.892144,13.014968,0.0,35.798576,2.8771763,5.798576354980469,13.014967918395996,-14.490109101528587,-0.078658104,-0.118481874
31,15.772799,13.451229,0.0,39.1331,2.3215694,9.133098602294922,13.451229095458984,-20.661072315160467,0.43626165,0.51491976
32,16.417128,14.139947,0.0,42.91414,2.2771807,12.914138793945312,14.139946937561035,-28.165137550278022,0.6887181,0.25245643
33,11.34448,14.948048,0.0,39.449585,3.603568,9.4495849609375,14.948047637939453,-22.55508230799142,0.8081012,0.1193831
34,12.774739,15.752384,0.0,37.962936,2.977645,7.9629364013671875,15.752384185791016,-18.944107934858117,0.8043368,-0.003764391
35,13.382618,16.178179,0.0,36.608894,2.7955608,6.608894348144531,16.178178787231445,-16.072495705646418,0.4257939,-0.3785429
36,14.153079,16.115112,0.0,36.173725,1.9620333,6.173725128173828,16.1151123046875,-14.361522464157913,-0.06306565,-0.48885953
37,16.086746,15.884394,0.0,37.89919,0.20235252,7.899188995361328,15.884393692016602,-16.029034354260144,-0.23071909,-0.16765344
38,17.030874,15.853774,0.0,39.50696,1.1771002,9.506961822509766,15.853774070739746,-20.212560928188182,-0.03061986,0.20009923
39,14.982617,15.995282,0.0,39.510777,1.0126648,9.51077651977539,15.995282173156738,-20.058503903632896,0.14150834,0.1721282
40,13.40419,16.301659,0.0,37.90029,2.8974686,7.900291442871094,16.301658630371094,-18.729857644939937,0.3063774,0.16486907
41,14.885368,16.454355,0.0,37.029453,1.5689869,7.029453277587891,16.454355239868164,-15.650896350274955,0.15269732,-0.15368009
42,11.650486,16.1735,0.0,34.381077,4.523014,4.381076812744141,16.173500061035156,-13.342568568362411,-0.28085566,-0.43355298
43,13.364617,15.894892,0.0,32.67031,2.5302744,2.6703109741210938,15.894891738891602,-7.885052684882901,-0.27860844,0.0022472143
44,13.822124,15.12534,0.0,32.01355,1.3032169,2.0135498046875,15.125340461730957,-5.417892149630113,-0.7695513,-0.49094284
45,15.340971,14.439332,0.0,33.990852,0.901639,3.9908523559570312,14.439332008361816,-8.926000119752354,-0.68600845,0.083542824
46,14.603598,14.245232,0.0,34.974873,0.358366,4.974872589111328,14.245231628417969,-10.367007067525847,-0.19410026,0.4919082
47,9.928573,14.370595,0.0,31.924154,4.4420223,1.924154281616211,14.37059497833252,-8.328544892340998,0.12536359,0.31946385
48,15.029568,14.457944,0.0,33.413414,0.5716238,3.4134140014648438,14.4579439163208,-7.406623454706189,0.08734894,-0.03801465
49,13.67401,14.188122,0.0,34.271965,0.5141115,4.271965026855469,14.188121795654297,-9.107248976436924,-0.2698226,-0.35717154
50,15.828047,14.3068695,0.0,35.697422,1.5211773,5.697422027587891,14.306869506835938,-12.960818844215352,0.118747234,0.38856983
51,13.812463,14.398662,0.0,35.639854,0.5861988,5.639854431152344,14.398661613464355,-11.87319172831537,0.091792345,-0.02695489
52,12.694945,14.656115,0.0,33.617466,1.9611692,3.6174659729003906,14.65611457824707,-9.22553957633551,0.25745273,0.16566038
53,12.836519,14.618253,0.0,32.439293,1.7817335,2.4392929077148438,14.618252754211426,-6.691742493928791,-0.037861943,-0.29531467
54,17.553204,14.333862,0.0,36.110596,3.2193413,6.110595703125,14.3338623046875,-15.479408286175854,-0.2843902,-0.24652827
55,13.5494585,14.266866,0.0,36.400208,0.7174072,6.40020751953125,14.266865730285645,-13.54291356609039,-0.066996574,0.21739364
56,13.981978,14.701108,0.0,36.20132,0.71912956,6.201320648193359,14.7011079788208,-13.193604087014343,0.43424225,0.5012388
57,13.968383,14.947699,0.0,35.587036,0.97931576,5.5870361328125,14.947698593139648,-12.184480065401806,0.24659014,-0.18765211
