metric,value
MAE_Speed,818.3364868164062
MSE_Speed,1075659.625
RMSE_Speed,1037.14013671875
MAE_Distance,271068.55745274224
Mean_Speed_Diff,827.2023137505414
Mean_Absolute_Jerk,0.0021960739977657795
Jerk_Variance,4.2382514948258176e-05
Distance_In_Range_Percent,0.33333333333333337
