timestep,average_reward,average_speed_error,average_distance_error,average_jerk
50,-116.35906,3.486279867887088,56.35369824929847,1.1545633
100,-164.32863,4.25968773486756,79.93031157237652,1.546431
150,-218.68713,3.7570033150104067,107.37510789013355,1.3066735
200,-224.04605,3.917732914831501,109.960829038153,1.5182015
250,-529.83887,10.725782003707227,259.45672214695423,1.4587997
300,-124.58943,3.480703470283469,60.47070288578932,1.2152175
350,-482.16415,8.085432900007811,236.94888687755105,1.2649562
400,-261.5258,5.400555503645055,127.9555326625862,1.6027799
450,-431.54645,9.58035532653466,210.89495335732406,1.234788
500,-345.76382,8.051037908432514,168.76210154910316,1.429519
550,-374.9851,6.686436835745837,184.04178975480423,1.6044092
600,-137.86507,4.220863155647233,66.7192937415347,1.5016054
650,-682.53485,14.498053219485353,333.9195872872644,1.420415
700,-567.8084,11.717865203340999,277.95375427464467,1.3085169
750,-226.15633,5.422586338376886,110.28565390784843,1.1378374
800,-399.70923,7.17657230388067,196.16759131085473,1.4078975
850,-330.37347,6.620917776992695,161.7868432086205,1.2617295
900,-190.8024,4.84216476878098,92.88599573881385,1.3261042
950,-713.3347,13.568487246224866,349.80666563958124,0.9220319
1000,-582.60596,11.094534955284793,285.6705358257618,1.155871
1050,-391.41965,8.467703226831304,191.39518064673845,1.0701425
1100,-163.20311,4.077481094985934,79.47653384963633,1.23542
1150,-653.83435,12.977714578132295,320.33939468764527,1.2177188
1200,-636.49963,12.846414511508282,311.7482521695754,0.8943176
