timestep,reference_speed,predicted_speed,lead_speed,distance,speed_error,distance_error,speed_diff,reward,action,jerk
0,12.005255,1.7609801,0.0,18.23902,10.244274,0.0,1.7609801292419434,-10.508422032250197,1.7609801,1.7609801
1,9.031751,3.5071125,8.683068320550898,23.414976,5.524638,0.0,5.1759558174991405,-5.613429832429835,1.7461324,-0.014847755
2,11.292292,5.0742445,10.88435498784579,29.225086,6.218047,0.0,5.810110488639246,-6.314304230208835,1.567132,-0.17900038
3,13.628216,6.791705,14.225961233750525,36.659344,6.8365107,6.659343719482422,7.434256102219763,-20.256100707178174,1.7174609,0.15032887
4,5.2650905,8.615306,5.719385214346936,33.76342,3.3502154,3.7634201049804688,2.8959206862267948,-10.978852476401837,1.8236005,0.10613966
5,9.575064,10.063074,10.145427019198387,33.845776,0.4880104,3.845775604248047,0.08235290725991007,-8.289531036560183,1.4477677,-0.3758328
6,8.50981,11.704262,8.611470528668548,30.752983,3.1944513,0.7529830932617188,3.0927912511166085,-4.801819318028219,1.6411881,0.19342041
7,9.165389,13.235297,10.2254566005127,27.743143,4.069908,0.0,3.0098406025512645,-4.157475112265709,1.5310354,-0.11015272
8,11.70318,14.703808,12.057400934924758,25.096735,3.0006275,0.0,2.6464068958857894,-3.0803051785455935,1.4685102,-0.06252527
9,7.673867,16.215235,7.889204260992699,16.770706,8.541368,0.0,8.326030495477028,-8.621230577440688,1.5114264,0.042916298
10,9.670678,17.072008,9.663197181223609,9.361895,7.40133,0.0,7.4088109517109615,-7.509633645775091,0.8567736,-0.65465283
11,13.519285,17.32025,15.034142608394646,7.0757875,3.8009644,0.0,2.2861069491004713,-3.874229496709054,0.24824166,-0.60853195
12,10.413114,17.527594,11.057014150027555,0.6052079,7.11448,4.394792079925537,6.470579462643343,-51.076857864265186,0.20734477,-0.040896893
13,13.482085,17.55467,13.733190907721934,-3.2162716,4.072585,8.21627140045166,3.821479426140371,-86.25468069135015,0.027076244,-0.18026853
14,12.84809,17.709509,13.399666000871463,-7.5261145,4.8614187,12.526114463806152,4.309842895002561,-130.14308147503183,0.15483809,0.12776184
