metric,value
MAE_Speed,2.0638279914855957
MSE_Speed,6.916300296783447
RMSE_Speed,2.6298859119415283
MAE_Distance,0.4197012170155843
Mean_Speed_Diff,2.0460429044667294
Mean_Absolute_Jerk,1.7253657579421997
Jerk_Variance,4.425740718841553
Distance_In_Range_Percent,85.83333333333333
