metric,value
MAE_Speed,2.334897041320801
MSE_Speed,8.796124458312988
RMSE_Speed,2.9658260345458984
MAE_Distance,0.6218137476841609
Mean_Speed_Diff,2.303812384801617
Mean_Absolute_Jerk,0.32072994112968445
Jerk_Variance,0.17808805406093597
Distance_In_Range_Percent,84.25
